Candidate Id,Location,Current Annual Salary,Current Salary Currency ,Current Salary Type,Expected Annual Salary,Expected Salary Currency,Total Experience in years,Current Industry,Current Fuction,Relocation Cities ,Notice Period in days,Current Job Title,Data Source
A11425,Mumbai,7.2,,ANNUAL,7.2,INR,3.1,"IT | Computer Software,IT | Internet","IT Software,Retail, wholesale  specific",,,,MONSTERDB
A12844,Hyderabad,,,ANNUAL,5,INR,1.75,"ITSoftware,Software Services",IT Software,,,Software Developer,INDEED.COM
A13586,New Delhi,,,ANNUAL,,,,IT | Computer Software,,,,Associate Developer,LINKEDIN
A8503,Ahmedabad,25,INR,ANNUAL,25,INR,8.18,"Construction | Engineering, Procurement, Construction, Financial | Banking","Project Management, Financial Services, Banking, Investments, Insurance - specific, Oil & Gas - specific",,90,Senior Manager Corporate Banking Group,INTERNAL DATABASE
A10899,Hyderabad,18,INR,ANNUAL,18,INR,12,IT | Information Technology and Services,Project Management#Quality Assurance#Business Development,,60,"Business Analyst,Project Lead",INTERNAL DATABASE
A11061,Chennai,6,,ANNUAL,6,INR,2,"ITSoftware,Software Services",,,,Big Data Developer,INDEED.COM
A13131,Hyderabad,,,ANNUAL,,INR,5.06,Medicine | Biotechnology,"Finance, Accounts",,,Other Finance & Accounts,MONSTERDB
A12462,Anywhere in south,3.2,,ANNUAL,3.2,INR,1.5,"ITSoftware,Software Services",,,,Java Developer,INDEED.COM
A12194,Chennai,7.5,INR,ANNUAL,7.5,INR,3,IT | Information Technology and Services,Quality Assurance,,30,Associate,DIRECT
A8284,Hyderabad,9.5,INR,ANNUAL,9.5,INR,6.21,IT | Computer Software,IT Software,,60,Senior UI Engineer,TIMES JOBS
A8777,Hyderabad,6,INR,ANNUAL,6,INR,3.04,IT | Computer Software#IT | Information Technology and Services#IT | Outsourcing/Offshoring,Engineering#IT Software,,60,System Engineer,INDEED.COM
A7882,Hyderabad,6,,ANNUAL,6,INR,6.34,"IT , Computer Software,Public Sector , Government Administration","IT Software,Sales",,,,MONSTERDB
A12929,Dibrugarh,,,ANNUAL,3.6,INR,0,IT | Computer Software,IT Software,,0,,DIRECT
A9019,Jaipur,28,INR,ANNUAL,28,INR,15,IT | Information Technology and Services#IT | Computer Networking#Medicine | Pharmaceuticals,Business Development#Management#Project Management,,15,VP IT INFRA,INTERNAL DATABASE
A8440,Mumbai,14,INR,ANNUAL,14,INR,5.49,IT | Computer Software,"Consulting, Analytics, Business Intelligence, Business Development",,60,Business Analyst,INTERNAL DATABASE
A7832,Hyderabad,4,,ANNUAL,4,INR,4.36,"IT , Computer Hardware,IT , Computer Software",IT Software,,,Fresher,MONSTERDB
A9192,Gurgaon,25,INR,ANNUAL,25,INR,5.5,Consumer | Consumer Goods#Medicine | Biotechnology#IT | Information Technology and Services,"Strategy, Planning#Research#Analytics, Business Intelligence",,30,Senior Research Analyst,INTERNAL DATABASE
A7776,Bengaluru/Bangalore,12.5,INR,ANNUAL,12.5,INR,6.68,"Financial | Banking, IT | Computer Software, Manufacturing | Industrial Automation",IT Software,,90,Senior Systems Engineer,INDEED
A10580,JAIPUR,3,INR,ANNUAL,3,INR,2,Energy and Utilities | Oil & Energy,Other,,30,ENGINEER,INTERNAL DATABASE
A11111,Bangalore,9,INR,ANNUAL,9,INR,2.7,IT | Computer Software#IT | Computer & Network Security#IT | Information Services,IT Software,,60,System Engineer,INDEED.COM
A9654,Mumbai,7.2,INR,ANNUAL,7.2,INR,3.5,IT | Computer Software,IT Software,,30,Senior Software Developer,INTERNAL DATABASE
A7423,Navi Mumbai,30,INR,ANNUAL,30,INR,23.57,"IT | Computer Software, IT | Outsourcing/Offshoring, IT | Information Technology and Services","Analytics, Business Intelligence, Product Management, Program Management",,10,Sr. Director - Corporate Programs,INTERNAL DATABASE
A10180,New Delhi,36,INR,ANNUAL,36,INR,12,"Consumer | Consumer Electronics#Entertainment, Media | Entertainment#Professional Services | Management Consulting","Business Development#General Business#Strategy, Planning",,30,Head of Strategic Alliances and Partnerships,INTERNAL DATABASE
A12158,Bangalore,3,INR,ANNUAL,3,INR,1.6,IT | Computer Software,IT Software,,15,Associate Software Engineer,LINKEDIN
A13219,Hyderabad,,,ANNUAL,2.1,INR,3.01,"IT | Information Technology and Services,Other","Customer Service, BPO,Customer Service, BPO,Customer Service, BPO",,,Technical Support Executive ( Voice),MONSTERDB
A9583,Chennai,4.3,INR,ANNUAL,4.3,INR,5.3,Professional Services | Executive Office#Financial | Banking#Financial | Business and financial operations,"Financial Services, Banking, Investments, Insurance - specific#Quality Assurance#Analytics, Business Intelligence",,15,Process Advisor,INTERNAL DATABASE
A8228,"Hyderabad, Secunderabad",9.6,,ANNUAL,9.6,INR,6.21,"Internet,Dot com,ISP",IT Software  Software Products & Services,"Hyderabad, Secunderabad,Kolkata",,Project Lead,TIMES JOBS
A12508,Anywhere in east,6.2,,ANNUAL,6.2,INR,3,"ITSoftware,Software Services",,,,Software Developer,INDEED.COM
A9268,Gurgaon,9,INR,ANNUAL,9,INR,4,"Ads, PR, Events | Marketing and Advertising","Marketing#Strategy, Planning#Advertising",,15,Marketing Manager,INTERNAL DATABASE
A8601,Gurgaon,20,INR,ANNUAL,20,INR,9.16,"IT | Computer Software, IT | Information Technology and Services, IT | Outsourcing/Offshoring","IT Software, Product Management, Design, Creative, User Experience",,10,Product Manager,INTERNAL DATABASE
A9539,Faridabad,15,INR,ANNUAL,15,INR,15,"IT | Information Technology and Services#Entertainment, Media | Online Media#IT | Internet",Product Management#Program Management#Project Management,,15,Senior Product Manager,INTERNAL DATABASE
A11742,Bengaluru,2.4,,ANNUAL,2.4,INR,2,"ITSoftware,Software Services",,,,Software Developer,INDEED.COM
A11910,Pune,,,ANNUAL,,INR,8,"Education | Education Management,IT | Computer Software","IT Software,Education",,,Trainee,MONSTERDB
A10354,Mumbai,12,INR,ANNUAL,12,INR,6,Energy and Utilities | Oil & Energy#Financial | Accounting,"Analytics, Business Intelligence#Finance, Accounts#Research",,15,Analyst,INTERNAL DATABASE
A11264,Bangalore,18,INR,ANNUAL,18,INR,10,IT | Information Technology and Services#IT | Computer Software,"Engineering#Financial Services, Banking, Investments, Insurance - specific#IT Software",,60,Senior software engineer,INDEED
A8518,Kolkata,23,INR,ANNUAL,23,INR,8.18,"Energy and Utilities | Telecommunications, Energy and Utilities | Renewables & Environment, IT | Information Technology and Services","Program Management, Analytics, Business Intelligence, General Business",,30,Business Manager,INTERNAL DATABASE
A12550,Mumbai,,,ANNUAL,,,,Energy and Utilities | Telecommunications,,,,,LINKEDIN
A13098,Hyderabad,,,ANNUAL,,INR,3.07,IT | Computer Software,IT Software,,,Software Engineer,MONSTER
A12419,Hyderabad,9,INR,ANNUAL,9,INR,3,"IT | Computer Software#Leisure | Leisure, Travel & Tourism#Entertainment, Media | Sports",Quality Assurance#Project Management#Training,,90,Test Engineer,DIRECT
A14069,Cali,20,USD,ANNUAL,40,USD,8,IT | Computer Software#IT | Information Technology and Services#IT | Information Services,IT Software,,15,Full Stack Engineer,LINKEDIN
A10922,Mumbai,4,,ANNUAL,4,INR,1.58,"ITSoftware,Software Services",,,,System Engineer,INDEED.COM
A11681,Bangalore,7,INR,ANNUAL,7,INR,2.2,IT | Information Services#IT | Computer Software#IT | Information Technology and Services,IT Software,,90,Senior System Engineer,INDEED.COM
A7407,Navi Mumbai,5,INR,ANNUAL,5,INR,2.64,"Ads, PR, Events | Marketing and Advertising","Writing, Editing, Content, Design, Creative, User Experience, Strategy, Planning",,30,Senior Content & Marketing executive,INTERNAL DATABASE
A8929,Coimbatore,7,INR,ANNUAL,7,INR,10,"Ads, PR, Events | Marketing and Advertising#Ads, PR, Events | Public Relations and Communications#Manufacturing | Business Supplies and Equipment",Business Development#Electrical Solutions Design / Consulting#Sales,,15,SENIOR ENGINEER MARKETING,INTERNAL DATABASE
A13127,Hyderabad,,,ANNUAL,6.5,INR,4.08,IT | Computer Software,"Finance, Accounts,IT Software",,,Software Engineer,MONSTERDB
A8528,BHOPAL,5,INR,ANNUAL,5,INR,7.68,"IT | Information Technology and Services, Energy and Utilities | Telecommunications, Education | Professional Training & Coaching","Project Management, Program Management, Accounting, Auditing",,30,ASSISTANT OPERATION MANAGER,INTERNAL DATABASE
A9427,New Delhi,7,INR,ANNUAL,7,INR,15,"Agriculture, Dairy | Tobacco#Construction | Construction#Construction | Mining & Metals",Administrative#Management#Project Management,,30,Senior Manager,INTERNAL DATABASE
A8662,Bengaluru/Bangalore,6.8,INR,ANNUAL,6.8,INR,9.15,IT | Computer & Network Security,"Customer Service, BPO",,30,Customer Support Analyst,INTERNAL DATABASE
A14295,Chennai,3.6,INR,ANNUAL,7,INR,2.1,"Entertainment, Media | Publishing#IT | Computer Software#IT | Information Services","Design, Creative, User Experience#Engineering#IT Software",,60,Software Developer,LINKEDIN MESSAGING
A13839,Hyderabad,4.6,,ANNUAL,7.5,INR,3.9,IT | Computer Software,IT Software,,60,Senior Systems  Engineer,DIRECT
A9824,Gurgaon,23,INR,ANNUAL,23,INR,12,Financial | Banking#IT | Information Technology and Services,"Financial Services, Banking, Investments, Insurance - specific#Project Management#IT Software",,15,Project Manager,INTERNAL DATABASE
A7978,Hyderabad,9.15,,ANNUAL,9.15,INR,7.3,"Financial , Banking,IT , Computer Software","IT Software,Financial Services, Banking, Investments, Insurance - specific",,,Software Test Engineer,MONSTERDB
A13232,Hyderabad,,,ANNUAL,,INR,6,"Financial | Banking,Professional Services | Management Consulting","IT Software,Financial Services, Banking, Investments, Insurance  specific",,,System Analyst,MONSTERDB
A7424,Navi Mumbai,6.5,INR,ANNUAL,6.5,INR,6.07,IT | Internet,"Writing, Editing, Content, Quality Assurance, Training",,10,Senior Executive - Process Audit,INTERNAL DATABASE
A13400,NCR,,,ANNUAL,15.5,INR,9,"ITSoftware,Software Services",,,,Team Leader,INDEED.COM
A11051,Pune,5.75,,ANNUAL,5.75,INR,3,"ITSoftware,Software Services",IT Software,,,Software Developer,INDEED.COM
A13421,Delhi,,,ANNUAL,,INR,6,"Consumer | Retail,IT | Internet","IT Software,Marketing",,,Graphic Designer,MONSTERDB
A9665,Faridabad,9,INR,ANNUAL,9,INR,1.5,Financial | Business and financial operations#IT | Information Technology and Services#Manufacturing | Business Supplies and Equipment,"Analytics, Business Intelligence#Business Development#Consulting",,15,Send Interview Invite,INTERNAL DATABASE
A13656,NCR,,,ANNUAL,4.8,INR,4.5,"Accounting,Finance",,,,Senior Financial Analyst,INDEED.COM
A11879,Patna,,,ANNUAL,,,0,"Fresher,Trainee",,,,,INDEED.COM
A10837,Noida,4.3,,ANNUAL,4.3,INR,3.42,"ITSoftware,Software Services",,,,Software Engineer,INDEED.COM
A7444,Nagpur,6,INR,ANNUAL,6,INR,1.5,Education | Education Management,"Education, Project Management, Writing, Editing, Content",,10,Graduate Engineer Trainee,INTERNAL DATABASE
A10914,Mumbai,4,,ANNUAL,4,INR,1.5,"ITSoftware,Software Services",,,,System Engineer,INDEED.COM
A13160,Hyderabad,,,ANNUAL,,INR,3.1,"IT | Information Technology and Services,IT | Computer Software","Customer Service, BPO,Customer Service, BPO,Customer Service, BPO,IT Software",,,Fresher,MONSTERDB
A10303,Delhi,8,INR,ANNUAL,8,INR,4.5,IT | Information Technology and Services#IT | Information Services,"Analytics, Business Intelligence#IT Software",,60,TECHNICAL SUPPORT OFFICER,INTERNAL DATABASE
A10118,Gurgaon,14,INR,ANNUAL,14,INR,17,Education | Professional Training & Coaching#IT | Outsourcing/Offshoring#Manufacturing | Production,Oil & Gas - specific#Production#Management,,90,Assistant Manager,INTERNAL DATABASE
A13679,India,,,ANNUAL,,,,IT | Computer Software,,,,Senior Project Lead,LINKEDIN
A14330,Mangaluru,,,ANNUAL,7,INR,4,Public Sector | Government Administration#Consumer | Retail#Education | Education Management,"Design, Creative, User Experience#IT Software#Project Management",,90,Web Application And Software Developer,LINKEDIN
A12276,Gurgaon,30,INR,ANNUAL,30,INR,5.7,IT | Internet#IT | Information Technology and Services#IT | Computer Software,IT Software#Management#Product Management,,30,Associate Director - Product(mTraction),INDEED
A8990,Mumbai,28,INR,ANNUAL,28,INR,16,"Manufacturing | Production#Energy and Utilities | Oil & Energy#Construction | Engineering, Procurement, Construction",Manufacturing#Oil & Gas - specific,,60,AGM,INTERNAL DATABASE
A9064,Mumbai,5,INR,ANNUAL,5,INR,3.6,Financial | Banking#Education | Primary/Secondary Education#Financial | Investment Management,"Manufacturing#Human Resources, Recruitment",,15,Specialist,INTERNAL DATABASE
A11399,Chennai,6.55,,ANNUAL,6.55,INR,8.05,"IT | Computer Software,IT | Internet","Human Resources, Recruitment",,,"Recruiter, HR Manager",MONSTERDB
A12812,Hyderabad,,,ANNUAL,7.2,INR,4.03,IT | Computer Software,IT Software,,,Software Engineer,MONSTER
A14352,Bangalore,3.5,INR,ANNUAL,4.5,INR,2.7,IT | Computer Software#IT | Information Services#IT | Outsourcing/Offshoring,"IT Software#Other#Telecom, ISP",,15,ui developer,DIRECT
A12254,NCR,3.2,,ANNUAL,3.2,INR,2.33,"ITSoftware,Software Services",,,,Java Developer,INDEED.COM
A11080,Pune,4,INR,ANNUAL,4,INR,2.1,IT | Computer Software#IT | Information Services,IT Software,,30,Programmer,INTERNAL DATABASE
A8610,Thane,15,INR,ANNUAL,15,INR,7.96,Manufacturing | Electrical/Electronic Manufacturing,"Quality Assurance, Manufacturing",,10,SENIOR EXECUTIVE ENGINEER,INTERNAL DATABASE
A9953,Udaipur,40,INR,ANNUAL,40,INR,14,IT | Computer & Network Security#IT | Computer Hardware#IT | Computer Networking,IT Hardware,,90,Executive,INTERNAL DATABASE
A12796,Hyderabad,,,ANNUAL,4.4,INR,1.92,"ITSoftware,Software Services",,,,Software Engineer,INDEED.COM
A9048,Kolkata,8,INR,ANNUAL,8,INR,5,IT | Outsourcing/Offshoring#IT | Information Technology and Services#Consumer | Consumer Services,Business Development#Marketing#Pre-sales / Technical Sales,,30,Assistant BDM,INTERNAL DATABASE
A9885,Noida,9,INR,ANNUAL,9,INR,3.6,IT | Computer Software,IT Software,,30,Software Engineer,INTERNAL DATABASE
A10973,Bengaluru,4.8,,ANNUAL,4.8,INR,2.42,"ITSoftware,Software Services",,,,Professional 1 Application Delivery,INDEED.COM
A12191,Bangalore,2.4,INR,ANNUAL,2.4,INR,2.6,IT | Computer Networking#IT | Computer Software#IT | Information Technology and Services,Engineering#IT Software#Quality Assurance,,15,Junior Quality Engineer,DIRECT
A13139,Hyderabad,,,ANNUAL,,INR,3.01,IT | Computer Software,Other,,,Other Roles,MONSTERDB
A8002,Hyderabad,4.3,,ANNUAL,4.3,INR,5.29,"IT , Computer Software","IT Software,Other",,,,MONSTERDB
A12950,Thane,2.4,INR,ANNUAL,4.5,INR,3,IT | Computer & Network Security#IT | Computer Networking#IT | Computer Software,IT Software#IT Hardware#Engineering,,15,Junior Software Developer,LINKEDIN
A12242,Bangalore,10,INR,ANNUAL,10,INR,2.1,IT | Computer Software#IT | Information Technology and Services#IT | Information Services,Engineering#IT Software,,90,Software Engineer,INDEED.COM
A7853,Hyderabad,5,,ANNUAL,5,INR,5.31,"IT , Computer Software,Professional Services , Management Consulting","IT Software,Financial Services, Banking, Investments, Insurance - specific",,,,MONSTERDB
A9468,Mumbai,20,INR,ANNUAL,20,INR,9,IT | Computer Software#IT | Information Technology and Services#IT | Information Services,Consulting#Project Management#Product Management,,15,Senior Manager,INTERNAL DATABASE
A8184,New Delhi,5,INR,ANNUAL,5,INR,7.21,"Education | Professional Training & Coaching, Ads, PR, Events | Public Relations and Communications, IT | Information Technology and Services","Education, Human Resources, Recruitment, Self Employed, Entrepreneur, Independent Consultant",,10,Independent Consultant,INTERNAL DATABASE
A11544,Bengaluru,2.65,,ANNUAL,2.65,INR,2.42,"ITSoftware,Software Services",,,,Software Engineer,INDEED.COM
A9246,Mumbai,3.6,INR,ANNUAL,3.6,INR,4.6,"Education | E-Learning#Entertainment, Media | Animation#IT | Computer Software","Administrative#Human Resources, Recruitment",,15,HR Executive,INTERNAL DATABASE
A10437,Bhavnagar,8,INR,ANNUAL,8,INR,6,Energy and Utilities | Power#Energy and Utilities | Utilities,Engineering#Project Design#Other,,90,Instrument Sr Engineer,INTERNAL DATABASE
A12939,Kolkata,,,ANNUAL,3,INR,1.5,Manufacturing | Mechanical or Industrial Engineering,"Design, Creative, User Experience",,0,Graduate Engineer Trainee,DIRECT
A12701,Hyderabad,1.2,,ANNUAL,3,INR,1.2,IT | Computer Software#IT | Information Services#IT | Information Technology and Services,IT Software#Quality Assurance#Engineering,,15,Web developer,INDEED.COM
A10824,Kolkata,3.75,,ANNUAL,3.75,USD,2.42,"ITSoftware,Software Services",,,,Software Engineer,INDEED.COM
A13095,New Delhi,,,ANNUAL,,,,Manufacturing | Ceramics,,,,Mechanical Engineer,LINKEDIN
A11928,Pune,18.85,,ANNUAL,18.85,INR,8.08,"Financial | Banking,IT | Computer Software","IT Software,Financial Services, Banking, Investments, Insurance  specific",,,Software Engineer,MONSTERDB
A8736,Athi River,5000,KSh,ANNUAL,5000,KSh,24.07,Financial | Accounting#Financial | Banking#Financial | Business and financial operations,"Administrative#Accounting, Auditing#Analytics, Business Intelligence",,30,Assistant Chief Accountant,DIRECT
A14203,India,,,ANNUAL,,,,IT | Computer Software,,,,,DIRECT
A12798,Hyderabad,,,ANNUAL,,INR,2.01,IT | Computer Software,IT Software,,,,MONSTER
A9515,Mumbai,10.7,,ANNUAL,10.7,INR,7,"Financial | Banking,IT | Computer Software","IT Software,Financial Services, Banking, Investments, Insurance  specific",,,Software Engineer,MONSTERDB
A13812,Gurgaon,5.2,INR,ANNUAL,5.2,INR,6.2,Financial | Capital Markets#Financial | Investment Banking#IT | Outsourcing/Offshoring,"Financial Services, Banking, Investments, Insurance - specific#Management#General Business",,0,Assistant Manager,INDEED.COM
A12053,Kolkata,6,INR,ANNUAL,6,INR,2.6,IT | Computer Software#IT | Computer Networking#IT | Information Technology and Services,"Telecom, ISP#IT Software",,60,Software Developer,INDEED.COM
A9960,Vijayawada,5,INR,ANNUAL,5,INR,3,Financial | Banking#Financial | Business and financial operations,"Financial Services, Banking, Investments, Insurance - specific",,90,Branch credit manager,INTERNAL DATABASE
A8546,Mumbai,3,INR,ANNUAL,3,INR,1.48,"Financial | Accounting, Ads, PR, Events | Public Relations and Communications, Education | Primary/Secondary Education","Accounting, Auditing, Education, Public Relations",,30,Risk analyst,INTERNAL DATABASE
